DayNum,VehId,Trip,Timestamp(ms),Vehicle Speed[km/h],OAT[Celcius],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V]
1,101,1,0,0.0,22.962634746005914,16.470723957655167,100.0,347.6116211978154
1,101,1,1000,1.2417853825280818,23.89180538083319,-2.6950573925665235,100.00007486270535,348.0824430876265
1,101,1,2000,0.8961246296001202,17.244071418357333,4.9903080409287295,99.99993624303754,347.29498262111855
1,101,1,3000,2.5153459748518516,15.909005582888465,36.87572855831628,99.99891191724426,346.8328232204248
1,101,1,4000,6.322920615871915,19.98312771294524,34.97622640166277,99.99794035539976,350.8259978242756
1,101,1,5000,5.737537179063575,19.149076887375358,5.651534212200579,99.99778336833832,349.57186460454426
1,101,1,6000,5.1521947866906235,17.733859753363625,19.250700981148128,99.99724862664439,350.7588107952102
1,101,1,7000,9.100226825459103,23.481937237283578,47.720703621281295,99.9959230515438,351.38094537224305
1,101,1,8000,11.018813648341375,24.776526042852552,2.945809504790607,99.995841223502,350.53123398634506
1,101,1,9000,9.845127683503994,20.442034431459238,11.60486733429521,99.99551886607604,351.31552635230076
1,101,1,10000,11.201527792468905,27.38765040527631,4.6191397825183556,99.99539055663763,349.86093542751547
1,101,1,11000,10.042983560437749,14.291554429332475,5.463973003827625,99.99523877960975,347.6260132233885
1,101,1,12000,8.878659176512107,19.03170270360141,11.068312825967004,99.9949313264757,352.1156283616416
1,101,1,13000,9.483564855427192,16.415888396985977,-1.6940354152076535,99.99497838301501,348.8217757344377
1,101,1,14000,4.700364243782697,10.6673169146347,-5.562490564408329,99.99513289664179,348.12880740247516
1,101,1,15000,0.388069662500115,19.586596570786504,-2.723961800479967,99.99520856224736,349.6441642483912
1,101,1,16000,0.0,19.39126245808358,5.191894255096583,99.9950643429625,348.174378161407
1,101,1,17000,0.0,27.567248716210656,-2.1410475198273735,99.99512381650472,349.16513923602116
1,101,1,18000,0.7856183314881847,23.154058422773886,-13.767968824808753,99.99550626008319,350.68810784312694
1,101,1,19000,0.0,14.879065878353975,-2.7069531504539923,99.99558145322625,350.6966834784923
1,101,1,20000,0.0,29.27046283167094,28.203995126664918,99.99479800891717,348.20433986714875
1,101,1,21000,3.664121922303885,26.105168477626766,29.358933397954047,99.99398248298945,349.0245892541025
1,101,1,22000,3.099681171087546,22.91048851734308,-0.7659662248832222,99.99400375982903,352.1486660095405
